cmc_id,symbol,name,narrative,price,volume,market_cap
33464,MEMEFI,MemeFi,meme,0.0011079044893670513,4728226.65949523,11079044.893670512
9286,LEASH,Doge Killer,meme,103.02989608255571,905200.44732772,10963152.705992404
35804,WEPE,Wall Street Pepe,meme,6.985282771371221e-05,2413896.92933321,10765387.714766145
33405,KOMA,Koma Inu,meme,0.01814317666299148,2834448.85225829,9905504.487003144
36696,PEPU,Pepe Unchained,meme,0.0006070230207085698,398120.70180094,9712368.331337117
35736,G7,Game7,gaming,0.00406856505316061,209501.4861089,9357699.614132274
35188,BUZZ,Hive AI,ai,0.009252624801805486,12957688.67737505,9251395.683126815
19650,VOLT,Volt Inu,meme,1.5518795973971465e-07,380047.89864231,8499068.364214689
32778,DOGE,Department Of Government Efficiency (dogegov.com),meme,0.008149855401660815,1348097.55122942,7979688.487606436
9386,KISHU,Kishu Inu,meme,8.0407305198954e-11,217178.40569587,7488822.5862584375
35867,LCAT,Lion Cat,meme,0.01729000867686657,118990.59963918,7339608.683329859
20497,WAGMIGAMES,WAGMI Games,gaming,4.068227702386515e-06,393411.37599802,7340525.637944872
33783,RWA,Allo,rwa,0.0038354496332092297,4515137.87256544,6903809.339776614
26497,CLORE,Clore.ai,ai,0.012086838227720617,1578368.87432762,6748157.434056888
36819,MASK,catwifmask,meme,0.0065915291231975065,1962697.31541508,6590024.468253025
31259,FOXSY,Foxsy AI,ai,0.009585267007649589,1094921.91202992,6337737.070007566
10729,UFO,UFO Gaming,gaming,2.2419114496205054e-07,162905.85823585,5774620.400537607
35064,SNAI,SwarmNode.ai,ai,0.0063960987405001744,2873941.90645122,5772223.314165509
27872,TRUMP,MAGA (magamemecoin.com),meme,0.12775039711384786,66988.4883557,5620679.828709734
9656,CATE,CateCoin,meme,9.21795665020853e-08,250227.93952394,5279408.695662689
33892,HAPPY,Happy Cat,meme,0.0015520284132889116,1287755.71054012,5173181.792742863
30493,NUB,nubcat,meme,0.005410827637228396,795654.91614662,5140287.624306369
31401,EAI,Eternal AI,ai,0.022043404710673526,28527.23064807,4967259.4068446
28366,CA,Coupon Assets,rwa,0.5077075603123837,2438014.10434139,4910171.819746744
26198,BDXN,BONDEX,rwa,0.0304023103750512,8133854.86010181,4864369.660008192
25479,BAD,Bad Idea AI,ai,7.8257681106132e-09,1120103.24387348,4777724.234771398
27276,PEPE2.0,Pepe 2.0 (pepe20.vip),meme,9.590541830384249e-09,243987.64010227,4497964.118450212
28245,OFN,Openfabric AI,ai,0.024893869876954276,107800.71985349,4352584.617290479
15142,KATA,Katana Inu,meme,0.00011122430380340401,326819.51268597,4148552.4073894448
30089,KOKO,Koala AI,ai,4.5508229854152674e-07,257294.38197475,4145974.3764518113
20009,DCK,DexCheck AI,ai,0.006061780812197316,1049580.2032059,4111194.6076401495
12988,LBL,LABEL AI,ai,0.0014024946001711621,89287.61972089,3783803.757949508
30648,PEEZY,Young Peezy AKA Pepe,meme,0.0037591945728306844,0.0,3759194.5728306845
37006,SPYX,SP500 tokenized ETF (xStock),rwa,620.971103151586,6951288.35593377,3725709.570377242
30309,SC,Shark Cat,meme,0.0036916187423159993,2039056.1324522,3654316.8508750233
19856,CAT,CatCoin,meme,7.0191490887114e-11,256854.93857747,3509574.5443557
35007,METAV,METAVERSE,gaming,0.003494655328317575,307068.21081317,3494655.328317575
34587,FROG,Frodo the virtual samurai,meme,0.0006967954597899568,230395.92079911,3483977.298949784
19736,SHI,Shina Inu,meme,2.7961982356286743e-07,284733.14580998,3415674.2848065705
28053,SMURFCAT,Real Smurf Cat,meme,3.625432997373924e-05,175112.1014136,3400982.4405065044
29516,AIKEK,Alphakek AI,ai,0.014544382494682118,0.0,3399267.5381955137
37005,CRCLX,Circle tokenized stock (xStock),rwa,209.69193007262103,23050469.23128523,3354956.3417932116
37004,TSLAX,Tesla tokenized stock (xStock),rwa,298.1672194207636,17556207.41805764,3279626.6933876807
28607,WARPED,Warped Games,gaming,0.0005524046779938111,0.0,3189121.326057377
17704,MV,GensoKishi Metaverse,gaming,0.006843152594434915,1240416.40425275,3133733.5679442342
2474,MAN,Matrix AI Network,ai,0.006708100378366924,178848.24023196,3109099.0883500595
8378,AKITA,Akita Inu,meme,4.5232728962472895e-08,222806.65670121,3079061.573602071
12859,DOBO,DogeBonk,meme,5.200223084462743e-09,6938.36667281,3031520.6929236054
21453,OMNOM,Doge Eat Doge,meme,9.707674761498675e-09,56126.65776145,3009379.1760645895
32915,BERRY,Strawberry AI,ai,0.029485803361654864,36830.61607362,2948580.3361654864
11919,FORWARD,Forward Protocol,rwa,0.0005859642629605444,132180.20456357,2929717.391110865
23769,RJV,Rejuve.AI,ai,0.005109599155509792,790231.11738408,2891180.345248285
35262,CRAI,Cryptify AI,ai,0.0029783386250521117,70841.27893904,2874096.773175288
36236,PRAI,Privasea AI,ai,0.013794593278762824,3195208.96508842,2842175.9234865378
19519,BRN,BRN Metaverse,gaming,0.1004058176841068,347759.83437707,2806547.4373511453
28868,DUEL,GameGPT,gaming,0.0005932736471228727,695984.86092249,2671847.4020140595
33611,RWAINC,RWA Inc.,rwa,0.006618417255318224,319369.88623293,2638198.9841086934
8977,CWIF,catwifhat,meme,8.147393552186433e-08,81370.27075528,2495993.668921128
28395,CAGA,Crypto Asset Governance Alliance,rwa,3.9575521518410406e-05,95063.69020785,2433580.8503872105
28851,GUI,Gui Inu,meme,4.384300827365371e-06,223036.93798724,2437211.17905801
36881,VIBE,Vibe Cat (Jupiter Studio),meme,0.03042072960744384,2855217.71591309,2432870.15380205
28132,PSPS,BobaCat,meme,0.004185552416490896,249206.37607674,2415786.895815384
33351,TERMINUS,TERMINUS,meme,0.024115410504085208,526278.68409665,2411541.0504085207
37003,MSTRX,MicroStrategy tokenized stock (xStock),rwa,399.2237029716815,6437435.39298491,2395308.372650595
34203,SLAP,CatSlap,meme,0.0005469728414982901,216859.33916269,2390803.235855509
16500,SHIBDOGE,ShibaDoge,meme,2.0026902e-17,585.65200907,2368560.3282163055
9103,GMEE,GAMEE,gaming,0.0014161605288710963,315433.09404495,2359759.309944417
34916,SEN,Sentio AI,ai,0.023878960680687417,529370.5960761,2340138.1467073667
27458,TRT,TRUST AI,ai,0.6149563320287265,1842.2053788,2336834.0617091605
27445,GSWIFT,GameSwift,gaming,0.006421603784586587,582405.30070067,2316716.78302303
32223,LEDGER,Ledger AI,ai,0.0011992817427318684,19718.90232575,2301930.8037756695
36151,Ghibli,Ghiblification,meme,0.0022875757568866584,8313494.39864756,2287304.6421614797
8708,BDP,Big Data Protocol,ai,0.04284403470720782,150754.44522756,2264718.41225927
36448,TGT,TOKYO GAMES TOKEN,gaming,0.01411452340896701,23479525.30259477,2269932.926824074
35662,AGON,AGON Agent,ai,0.0022214938896645375,1059628.90948958,2221493.8896645377
36989,COINX,Coinbase tokenized stock (xStock),rwa,359.9498628604092,18974774.55671621,2159699.1771624554
36619,ASRR,Assisterr AI,ai,0.14394921439920721,1849079.30911457,2104537.5145164095
11871,GZONE,GameZone,gaming,0.002412697611236529,79880.70646349,2026948.9665332565
18919,QOM,Shiba Predator,meme,3.232236860069291e-09,0.0,1938974.7184518122
21414,DC,Dogechain,meme,4.0994706638450974e-05,291559.38671966,1909563.1254422194
36994,AAPLX,Apple tokenized stock (xStock),rwa,210.16088166413874,19159483.68518039,1891331.2268371186
31442,$WAFFLES,Waffles Davincij15's Cat,meme,0.0021082551371566648,45667.18040847,1885763.6842945127
35547,RIFT,RIFT AI,ai,0.006974433799970355,580.09508212,1847631.8546290116
19018,CHO,Choise.ai,ai,0.0038554623223169392,1338512.60839125,1720088.4828242445
23794,OPTI,Optimus AI,ai,0.017788903025502078,140237.05845688,1690567.3139055055
37057,QQQX,Nasdaq tokenized ETF (xStock),rwa,553.4600083547898,6372348.16842415,1660354.2942990207
26863,3ULL,PLAYA3ULL GAMES,gaming,0.00035102134353099713,892233.27703973,1657956.6012522194
33614,MemesAI,Memes AI,meme,0.0016453736075312732,469094.53731059,1645325.9714972747
35282,WYAC,Woman Yelling At Cat,meme,0.0016248913116216394,7931.58021962,1608602.2571904606
32836,SAI,Sharpe AI,ai,0.013733949208789812,754940.68641433,1535752.8478091222
4441,VAIX,Vectorspace AI,ai,0.030512167567125027,13434.07043371,1521821.6804431332
3826,TOP,TOP AI Network,ai,0.00010301405983745856,311818.04500803,1483462.5192683446
27894,JETTON,JetTon Games,gaming,0.1828050064545967,101100.99101125,1483306.51190354
33041,AGENT,AgentLayer,ai,0.0027834529964511287,531774.55686912,1463620.0829870875
35130,LLM,Large Language Model,ai,0.001449401449554874,655812.90024276,1449397.623135047
32838,SUNCAT,SUNCAT,meme,0.0014203863723903354,2282634.38810117,1420386.3723903354
36992,NVDAX,NVIDIA tokenized stock (xStock),rwa,159.42383953034218,18014396.68854423,1220490.6030486901
36417,DONKEY,Donkey (DONKEY_BSC_MEME),meme,0.0012011240405189936,4038537.76076004,1201124.0405189935
7440,BOND,BarnBridge,rwa,0.1464825501029312,858996.93691079,1158715.3923709525
8519,RWA,Xend Finance,rwa,0.010692681202348986,79538.21705702,1144475.096358644
28580,VC,VinuChain,meme,0.0069638966391426405,415080.25347412,1135177.558561833
29509,COMAI,Commune AI,ai,0.020009490129215133,54220.74509405,1113090.7382460877
34645,VNTR,VentureMind AI,ai,0.0024683008977349377,80322.34749296,1068766.7455916845
37013,GOOGLX,Alphabet tokenized stock (xStock),rwa,177.4436070772046,24286146.35439846,1064655.0334891346
31881,LKI,Laika AI,ai,0.002467014409613828,679774.83444769,1056461.7886497355
31752,BABYPEPE,Baby Pepe,meme,2.474473598842818e-06,0.0,1040986.2982971851
28179,WSM,Wall Street Memes,meme,0.0005445612559726841,8611.10863366,1025245.3146125051
34888,KIKI,KIKICat,meme,0.00101106672937293,729173.04195867,1011054.2214664209
30102,WSDM,Wisdomise AI,ai,0.0020590993388365907,87019.55982468,979071.6675973117
19686,MNTL,AssetMantle,rwa,0.00041002848936284706,114593.1575328,944389.4187347313
31534,ELIX,Elixir Games,gaming,0.0037455945619555694,541265.25295592,921138.6266809312
3854,FUND,Unification,meme,0.02623206697675902,0.0,903626.5564393426
35048,BABYSHARK,Baby Shark Meme,meme,0.0010628058276376307,378933.72021015,902693.3921167772
30838,MSTAR,Star AI,ai,0.001482875665450193,639533.4757703,894637.4249119196
7096,BRG,Bridge AI,ai,0.00010747409066603671,209380.3384336,860025.6437149555
34007,BARSIK,Hasbulla's Cat,meme,0.0008484556224153905,803509.23521333,848418.0930238563
36408,POPE,Pope meme,meme,0.004245900316560259,251979.74747948,849180.0633120518
25033,OBI,Orbofi AI,ai,0.0007434853084805056,191337.89771247,832094.482333459
12781,XTAG,xHashtag AI,ai,0.012474025534809897,90661.92020236,825393.8205608872
29328,DEFROGS,DeFrogs,meme,77.93055858869614,99732.9259911,779305.5858869614
34771,SKICAT,Ski Mask Cat,meme,0.0007780700107602243,76421.42349445,770409.8087990484
23665,CATCH,SpaceCatch,meme,0.06909778777754523,108899.67256626,761143.4336675239
29576,GPT,QnA3.AI,ai,0.0008904715146673666,163686.90592548,740307.4385026348
34848,TAOCAT,TAOCat by Virtuals & Masa,meme,0.000721758219025149,344445.7859183,721758.219025149
37055,METAX,Meta tokenized stock (xStock),rwa,722.6276027152722,26695940.04121685,722627.6027152722
7931,BONDLY,Forj (Bondly),rwa,0.0006449205145681715,80201.46038694,634357.2060342154
9553,BCUBE,B-cube.ai,ai,0.01739353489708883,0.0,623256.5829682329
28613,PIKACHU,PIKACHU INU,meme,6.423650137479e-12,8353.45805525,604309.8010598809
24106,RMV,Reality Metaverse,gaming,0.0023257350732773614,60773.12409739,581185.2007319137
37041,HOODX,Robinhood tokenized stock (xStock),rwa,94.13762785613359,23901331.30769648,564825.7671368015
34457,$AKUMA,Akuma Inu,meme,8.321648281912383e-07,64930.2307883,554776.5521269374
7588,GSWAP,Gameswap,gaming,0.050146545107343225,0.0,553258.7131760635
34570,TREEINCAT,Tree Stuck in Cat,meme,0.0006198382422516362,50212.51410596,544091.626080364
15830,GMR,GAMER,gaming,0.0015287561380836281,1182.27403311,499353.3100640129
9958,SMI,SafeMoon Inu,meme,4.881948236260262e-07,0.0,488194.82362602616
35189,GEKKO,Gekko AI,ai,0.00048249716324162315,1826.64249046,482497.16324162314
31716,SKAI,Skillful AI,ai,0.0015445846823779158,218254.94614242,469386.4570378247
12901,KINGSHIB,King Shiba,meme,0.0013271811398476458,73902.3981463,464549.7265488359
10275,CATGIRL,catgirl,meme,1.4264716870679e-11,401.46708589,442019.6088844267
21968,TAMA,Tamadoge,meme,0.0003156537694449123,81929.02483454,439817.19574555237
18103,YOURAI,YOUR AI,ai,0.0008374701597312087,98131.86783688,429025.67869673675
27809,XRP,HarryPotterObamaPacMan8Inu,meme,0.0052325360137270875,0.0,426961.94633320824
29157,ABOND,ApeBond,rwa,0.0012412903284038832,66584.81223808,426710.75092408975
32524,GINNAN,Ginnan The Cat,meme,6.084025822575216e-08,204879.71156156,419797.68211284577
29855,PAJAMAS,The First Youtube Cat,meme,0.0004279206266295158,3955.08546122,419325.8651923456
31779,COK,Cat Own Kimono,meme,4.046000464639539e-07,52389.46692625,404036.58522466803
36168,MOSS,MOSS AI,ai,0.00044370674030640487,466195.54310352,403206.8429015547
34041,MAJOR,Major Frog,meme,0.00047509762841760485,74997.81037382,401457.4960128761
35967,BSAI,Bitcoin Silver AI,ai,279.5059101153575,610468.97016714,391587.7800716158
22540,CTG,City Tycoon Games,gaming,0.038606669217569646,214139.70158166,386066.6921756965
35614,MA,Mind AI,ai,0.0015000852605796286,251065.05945005,381666.4843374237
17605,AEG,Aether Games,gaming,0.0008780533172394706,287891.62944395,353042.0652788426
28870,GEC,Gecko Inu,meme,5.29037289225613e-09,84852.32136754,350170.0674128135
28670,CAIR,Crypto-AI-Robo.com,ai,0.00038289814538939947,163961.23760349,339953.4740893863
32310,SAITAMA,SAITAMA INU,meme,0.000375049401131545,0.0,329177.5851918852
20997,WOMBAT,Wombat Web 3 Gaming Platform,gaming,6.451722749249509e-05,232.07134398,328530.6907488636
35543,AAA,Aiagent.app,ai,0.00031698230172651573,3078.2598933,316971.59305952955
15889,MEFA,Metaverse Face,gaming,3.3149403011639886e-05,57093.71614582,315433.9103736641
32638,CATDOG,CatDog,meme,3.1167867747268018e-06,248373.7159236,311678.67747268017
36512,DOGEBASE,Doge Base,meme,0.00030811059229539557,6522.04492684,306584.2010210723
34420,PEN,Pentagon Games,gaming,0.0018522477483174792,69403.59783694,305250.42892272054
36574,LANLAN,LanLan Cat,meme,3.321179506172631e-05,742407.3818654,295215.9560747123
35350,AWARE,ChainAware.ai,ai,0.007919013725050078,14.14108894,291618.7415728083
29191,MXM,MAXX AI,ai,0.0008269489067660054,7456.62690906,277353.1360028254
30276,BRAWL,Brawl AI Layer,ai,3.166980135212814e-05,739877.8461902,278871.933322724
35681,CHORUZ,Choruz AI,ai,0.00028654733532765557,0.0,269354.4952079962
33128,TCAT,TON Cat,meme,0.0004133518057924039,0.0,252749.0314116634
28725,MMA,Meme Alliance,meme,0.002827577557309107,112.60615396,247293.8510429287
18330,VISION,VisionGame,gaming,0.00040812768778865073,1490.54890727,246917.2511121337
32727,FOFAR,Fofar (fofar.meme),meme,0.0002433353119988545,0.0,231166.68877713996
24126,SOV,Shib Original Vision,meme,2.167989827882971e-09,0.0,230153.8001280562
37014,AMZNX,Amazon tokenized stock (xStock),rwa,224.39092705857598,16332261.29657986,224390.927058576
8621,WATCH,yieldwatch,rwa,0.011346346894183318,0.0,223245.54516683027
34252,DOGEFATHER,DOGEFATHER,meme,0.0002192411790214804,0.0,219236.27635023513
33465,CATGOLD,Cat Gold Miner,meme,8.844751609988782e-05,101311.83917695,212274.03863973077
15478,DG,Decentral Games,gaming,0.0010071462966341085,0.0,190189.51628999814
24275,OGGY,Oggy Inu (BSC),meme,1.621157139933e-12,608.62142499,175287.94910394977
35963,PEPEMUSK,PepeMusk,meme,0.00016933586397547992,0.0,169335.8639754799
29026,MEMEAI,Meme Ai,meme,0.00021044388220645835,244081.28008128,153212.34916771445
29305,RODAI,ROD.AI,ai,2.7705652443073e-09,0.0,151824.46894113594
15974,MTVT,Metaverser,gaming,0.0009080634718332294,499.8537679,151749.4255347842
10861,GAME,Gamestarter,gaming,0.0020681790346146855,135862.17399194,146803.05621049818
32756,DOGE,Department Of Government Efficiency (DOGE),meme,0.0002886149662537567,0.0,144307.48312687836
34980,CRTAI,CRT AI Network,ai,0.0003905406452851024,0.0,137822.1616104005
8066,YLD,Yield App,rwa,0.00039981404142176,0.0,119944.21242652799
10414,GINUX,Green Shiba Inu [New],meme,3.241719408512297e-08,86.81019803,115822.74619007889
10040,WSG,Wall Street Games (old),gaming,1.25577295236384e-10,0.0,114533.40945945265
576,GAME,GameCredits,gaming,0.0005811164844771034,0.0,112634.19330776235
29932,BSHIB,Based Shiba Inu,meme,1.2012013988510164e-05,76.4044525,108605.3164528754
31561,SOLCAT,CatSolHat,meme,0.0016217482889881198,0.0,107293.18666822661
13133,ICE,Decentral Games ICE,gaming,0.00043845742860847207,0.0,99381.85247872474
22487,CATHEON,Artisse,meme,0.00010096622605204295,82886.21348284,97789.25115459888
30711,RWA,Rug World Assets,rwa,0.010220137538887506,0.0,97071.7759365945
34418,NEOS,Neos.ai,ai,0.0009671237305748639,1292.92870623,96712.37305748639
33968,MAYO,Mr Mayonnaise the Cat,meme,8.896124116368085e-05,0.0,88961.24116368085
30640,2MOON,The Moon Metaverse,gaming,1.994368599350152e-06,0.0,86688.28973443832
853,LDOGE,LiteDoge,meme,5.012656e-06,0.0,82322.84948799999
32732,SUNPEPE,sunpepe,meme,7.903393759817556e-05,0.0,79033.93759817556
33103,BABYCATE,BabyCate,meme,1.1399360622076987e-07,46891.7153883,77329.88454212608
32981,CATE,Cate,meme,7.516174040445925e-05,0.0,75161.74040445925
32893,UFO,UFOPepe,meme,6.910205501865085e-05,134.79833327,69100.90605878206
31317,MEOW,MeowCat,meme,0.0006697391353000966,0.0,66973.91353000965
33646,CATS,GoldenCat,meme,9.325360639788632e-08,0.0,62952.496916306234
15564,DXGM,DEXGame,gaming,9.834301576837053e-05,80378.49466785,62247.157120375996
37015,AMBRX,Amber tokenized stock (xStock),rwa,9.613936342950685,4129.75214041,57683.618057704116
31261,GOME,Game of Memes,meme,8.597583818970258e-05,0.0,55981.30471459381
34349,DOGE,Dogecast (dogecast.build),meme,9.20777731744021e-05,78320.91219942,52760.5640289324
24742,AIBB,BullBear AI,ai,2.5181859838656e-11,76535.61347625,51517.902522945544
33358,SOFAC,SofaCat,meme,0.0005245072597831067,4388.76170708,49625.205369859075
29099,MINU,Minu,meme,1.1900439265623208e-08,0.0,45141.24914170818
35208,CATG,C.A.T (Crypto Agent Trading),meme,4.3783013064622745e-05,0.0,43779.35909040602
34286,YELPE,Yellow Pepe,meme,4.349522517017125e-05,0.0,43493.95215192097
29639,NINU,Nvidia Inu,meme,5.923104522258133e-06,0.0,42467.46544832046
24580,LITT,LitLab Games,gaming,0.0001271102357276684,0.0,37093.95318472286
35020,FUSION,Fusion AI,ai,3.1281471852154355e-05,0.0,31281.471852154355
32862,MUNCAT,MUNCAT,meme,3.0869685163650424e-05,0.0,30869.685163650425
2666,EFX,Effect AI (old),ai,0.00012111637722557171,0.0,30541.73847882142
35618,AVAXAI,AIvalanche DeFAI Agents,ai,0.0001514191818757845,377557.74299403,28814.08230080005
33518,PDOGE,Poor Doge,meme,2.4840450481962625e-07,0.0,27757.621956001076
33170,PUNCH,ONE PUNCH CAT,meme,2.8647168068662756e-05,153.0982,25197.923262315882
30828,CATA,CATAMOTO,meme,1.1270099097302765e-06,24.40842833,21838.822409620483
22088,ING,Infinity Games,gaming,4.229129689693298e-06,82181.24732628,21145.648448466487
15926,RAIN,Rainmaker Games,gaming,2.9975777191210724e-05,21.02108088,19839.233273788526
29648,WSG,Wall Street Games,gaming,6.990249889344097e-05,0.0,19250.053592023472
34637,LOGOS,LOGOS AI,ai,1.8768516811224144e-05,0.0,18768.442882036423
7377,DOGES,Dogeswap,meme,0.8480269644671705,0.0,16960.53928934341
32598,GODCAT,Godcat Exploding Kittens,meme,1.9263641617664826e-05,0.0,15351.743805293781
35076,HXAI,Healix AI,ai,0.0014960943987602643,0.0,14960.943987602643
34335,HOTDOGE,Hot Doge,meme,1.447693081143619e-05,0.0,14476.93081143619
34889,CORGI,Corgi Inu (corgibnb.com),meme,1.6076321479023876e-05,0.0,10837.048267333694
29086,CATMAN,Catman,meme,1.1272580567651887e-05,0.0,10713.38125761948
11978,RPG,Revolve Games,gaming,0.00013292337565649266,0.0,10281.153823210689
27922,SHIA,Shiba Saga,meme,0.0001561122925103549,0.0,8420.202213263745
15178,GSTS,Gunstar Metaverse,gaming,0.00022632773484377688,0.0,7081.859552993944
32128,MSI,monkey shit inu,meme,2.000273006552594e-09,0.1441395,5889.343483358706
11086,LFG,Gamerse,gaming,1.4803767039662516e-05,0.0,2518.9692365507053
36988,PYN,Paynetic AI,ai,0.0030044448797900383,14401835.84596103,0.0
24549,PEPE,Arbi Pepe,meme,9.919027312042872e-06,12308630.96716915,0.0
31501,SHIB,SHIB ON SOLANA,meme,1.177421466405262e-05,6320211.20316965,0.0
36972,SAHARA,Sahara AI Coin,ai,0.0007590415130877929,4283644.98300214,0.0
35287,TREAT,Shiba Inu TREAT,meme,0.001325293458055832,2842710.98515129,0.0
33323,CATS,Cats (catshouse.live),meme,2.2654262425689402e-06,2811947.05128853,0.0
27048,APEPE,Ape and Pepe,meme,1.457575620487545e-06,2555654.7742878,0.0
